開始日-終了日,作品名,制作会社,主放送局・系列,話数,放送期間,リンク
4月4日 - 6月27日,さよなら私のクラマー,ライデンフィルム,TOKYO MX、AT-X、BS日テレ、KBC,全13話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%95%E3%82%88%E3%81%AA%E3%82%89%E7%A7%81%E3%81%AE%E3%82%AF%E3%83%A9%E3%83%9E%E3%83%BC
4月4日 - 6月27日,憂国のモリアーティ（第2クール）,Production I.G,TOKYO MX、MBSほか,全13話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%86%82%E5%9B%BD%E3%81%AE%E3%83%A2%E3%83%AA%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3
4月4日 - 6月27日,NOMAD メガロボクス2,トムス・エンタテインメント,TOKYO MX、BS11,全13話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%A1%E3%82%AC%E3%83%AD%E3%83%9C%E3%82%AF%E3%82%B9
4月5日 - 6月21日,恋と呼ぶには気持ち悪い,ノーマッド,TOKYO MX、BSフジ、UHB、MRTほか,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%81%8B%E3%81%A8%E5%91%BC%E3%81%B6%E3%81%AB%E3%81%AF%E6%B0%97%E6%8C%81%E3%81%A1%E6%82%AA%E3%81%84
4月5日 - 5月24日,黒ギャルになったから親友としてみた。,いらゐあす,TOKYO MX、BS11,全8話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%BB%92%E3%82%AE%E3%83%A3%E3%83%AB%E3%81%AB%E3%81%AA%E3%81%A3%E3%81%9F%E3%81%8B%E3%82%89%E8%A6%AA%E5%8F%8B%E3%81%A8%E3%83%A4%E3%81%A3%E3%81%A6%E3%81%BF%E3%81%9F%E3%80%82
4月5日 - 6月21日,セブンナイツ レボリューション -英雄の継承者-,ライデンフィルム、ドメリカ,TOKYO MX、BS11ほか,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%BB%E3%83%96%E3%83%B3%E3%83%8A%E3%82%A4%E3%83%84
4月5日 - 6月28日,ひげを剃る。そして女子高生を拾う。,project No.9,AT-X、TOKYO MX、BS11,全13話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%B2%E3%81%92%E3%82%92%E5%89%83%E3%82%8B%E3%80%82%E3%81%9D%E3%81%97%E3%81%A6%E5%A5%B3%E5%AD%90%E9%AB%98%E7%94%9F%E3%82%92%E6%8B%BE%E3%81%86%E3%80%82
4月6日 - 6月29日,フルーツバスケット（第2作 The Final）,トムス・エンタテインメント,TX,全13話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%AB%E3%83%BC%E3%83%84%E3%83%90%E3%82%B9%E3%82%B1%E3%83%83%E3%83%88_(%E6%BC%AB%E7%94%BB)
4月6日 - 6月29日,オッドタクシー,P.I.C.S、OLM Team Yoshioka,TX,全13話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%83%E3%83%89%E3%82%BF%E3%82%AF%E3%82%B7%E3%83%BC
4月6日 - 6月29日,MARS RED,SIGNAL.MD,YTV、TOKYO MXほか,全13話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/MARS_RED
4月6日 - 6月22日,転生したらスライムだった件 転スラ日記,エイトビット,TOKYO MXほか,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E8%BB%A2%E7%94%9F%E3%81%97%E3%81%9F%E3%82%89%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%81%A0%E3%81%A3%E3%81%9F%E4%BB%B6_(%E3%82%A2%E3%83%8B%E3%83%A1)
4月6日 - 6月22日,聖女の魔力は万能です,ディオメディア,AT-X、TOKYO MX、BS11、MBS,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E8%81%96%E5%A5%B3%E3%81%AE%E9%AD%94%E5%8A%9B%E3%81%AF%E4%B8%87%E8%83%BD%E3%81%A7%E3%81%99
4月7日 - 6月23日,究極進化したフルダイブRPGが現実よりもクソゲーだったら,ENGI,AT-Xほか,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%A9%B6%E6%A5%B5%E9%80%B2%E5%8C%96%E3%81%97%E3%81%9F%E3%83%95%E3%83%AB%E3%83%80%E3%82%A4%E3%83%96RPG%E3%81%8C%E7%8F%BE%E5%AE%9F%E3%82%88%E3%82%8A%E3%82%82%E3%82%AF%E3%82%BD%E3%82%B2%E3%83%BC%E3%81%A0%E3%81%A3%E3%81%9F%E3%82%89
4月7日 - 6月23日,スーパーカブ,スタジオKAI,AT-X、TOKYO MXほか,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AB%E3%83%96_(%E5%B0%8F%E8%AA%AC)
4月7日 - 6月23日,擾乱 THE PRINCESS OF SNOW AND BLOOD,BAKKEN RECORD,NTV,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%93%BE%E4%B9%B1_THE_PRINCESS_OF_SNOW_AND_BLOOD
4月7日 -,宇宙なんちゃら こてつくん,ファンワークス,NHK Eテレ,,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E3%81%AA%E3%82%93%E3%81%A1%E3%82%83%E3%82%89_%E3%81%93%E3%81%A6%E3%81%A4%E3%81%8F%E3%82%93
4月8日 - 6月24日,ゾンビランドサガ リベンジ,MAPPA,AT-Xほか,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%BE%E3%83%B3%E3%83%93%E3%83%A9%E3%83%B3%E3%83%89%E3%82%B5%E3%82%AC
4月8日 - 6月25日,バクテン!!,ZEXCS,CX,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%90%E3%82%AF%E3%83%86%E3%83%B3!!
4月8日 - 6月24日,ヘタリア World★Stars,スタジオディーン,AT-X,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/Axis_powers_%E3%83%98%E3%82%BF%E3%83%AA%E3%82%A2
4月8日 - 6月24日,Fairy蘭丸〜あなたの心お助けします〜,スタジオコメット,AT-X、TOKYO MX、BS日テレ,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/Fairy%E8%98%AD%E4%B8%B8%E3%80%9C%E3%81%82%E3%81%AA%E3%81%9F%E3%81%AE%E5%BF%83%E3%81%8A%E5%8A%A9%E3%81%91%E3%81%97%E3%81%BE%E3%81%99%E3%80%9C
4月9日 - 2023年3月31日,妖怪ウォッチ♪,OLM TEAM INOUE,TX,全98話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%A6%96%E6%80%AA%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81%E2%99%AA
4月9日 - 2022年3月18日,新幹線変形ロボ シンカリオンZ,OLM Team Abe,TX,全41話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%96%B0%E5%B9%B9%E7%B7%9A%E5%A4%89%E5%BD%A2%E3%83%AD%E3%83%9C_%E3%82%B7%E3%83%B3%E3%82%AB%E3%83%AA%E3%82%AA%E3%83%B3
4月9日 - 6月11日,異世界魔王と召喚少女の奴隷魔術Ω,手塚プロダクション、オクルトノボル,TBS,全10話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%95%B0%E4%B8%96%E7%95%8C%E9%AD%94%E7%8E%8B%E3%81%A8%E5%8F%AC%E5%96%9A%E5%B0%91%E5%A5%B3%E3%81%AE%E5%A5%B4%E9%9A%B7%E9%AD%94%E8%A1%93
4月10日 - 6月26日,すばらしきこのせかい The Animation,ドメリカ、シンエイ動画,MBS,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%99%E3%81%B0%E3%82%89%E3%81%97%E3%81%8D%E3%81%93%E3%81%AE%E3%81%9B%E3%81%8B%E3%81%84_The_Animation
4月10日 - 9月25日,BLUE REFLECTION RAY/澪,J.C.STAFF,MBS,全24話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/BLUE_REFLECTION_RAY/%E6%BE%AA
4月10日 - 6月26日,結城友奈は勇者である ちゅるっと!,DMM.futureworks/ダブトゥーンスタジオ,MBS,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%B5%90%E5%9F%8E%E5%8F%8B%E5%A5%88%E3%81%AF%E5%8B%87%E8%80%85%E3%81%A7%E3%81%82%E3%82%8B_%E8%8A%B1%E7%B5%90%E3%81%84%E3%81%AE%E3%81%8D%E3%82%89%E3%82%81%E3%81%8D
4月10日 - 6月26日,スライム倒して300年、知らないうちにレベルMAXになってました,REVOROOT,TOKYO MX、BS11、AT-Xほか,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E5%80%92%E3%81%97%E3%81%A6300%E5%B9%B4%E3%80%81%E7%9F%A5%E3%82%89%E3%81%AA%E3%81%84%E3%81%86%E3%81%A1%E3%81%AB%E3%83%AC%E3%83%99%E3%83%ABMAX%E3%81%AB%E3%81%AA%E3%81%A3%E3%81%A6%E3%81%BE%E3%81%97%E3%81%9F
4月10日 - 9月18日,SDガンダムワールド ヒーローズ,サンライズ,TOKYO MX、BS11,全24話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/SD%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89_%E3%83%92%E3%83%BC%E3%83%AD%E3%83%BC%E3%82%BA
4月11日 - 9月19日,東京リベンジャーズ,ライデンフィルム,MBS、TX,全24話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E5%8D%8D%E3%83%AA%E3%83%99%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%BC%E3%82%BA
4月11日 - 6月20日,86-エイティシックス-（第1クール）,A-1 Pictures,TOKYO MXほか,全11話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/86-%E3%82%A8%E3%82%A4%E3%83%86%E3%82%A3%E3%82%B7%E3%83%83%E3%82%AF%E3%82%B9-
4月11日 - 7月4日,シャドーハウス,CloverWorks,TOKYO MX、BS朝日、WOWOWほか,全13話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%83%89%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9
4月11日 - 10月3日,EDENS ZERO（第1期）,J.C.STAFF,NTV,全25話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/EDENS_ZERO
4月11日 - 6月27日,イジらないで、長瀞さん,テレコム・アニメーションフィルム,TOKYO MX、MBS、BS11、AT-X,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%B8%E3%82%89%E3%81%AA%E3%81%84%E3%81%A7%E3%80%81%E9%95%B7%E7%80%9E%E3%81%95%E3%82%93
4月11日 - 6月27日,バトルアスリーテス大運動会ReSTART!,アニメーションスタジオ・セブン,EX、BSフジ,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%88%E3%83%AB%E3%82%A2%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%86%E3%82%B9%E5%A4%A7%E9%81%8B%E5%8B%95%E4%BC%9A
4月11日 - 6月27日,美少年探偵団,シャフト,EX,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%BE%8E%E5%B0%91%E5%B9%B4%E6%8E%A2%E5%81%B5%E5%9B%A3
4月11日 - 2022年3月27日,ミュークルドリーミー みっくす!,J.C.STAFF,TX,全50話[注6 1],2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%AF%E3%83%AB%E3%83%89%E3%83%AA%E3%83%BC%E3%83%9F%E3%83%BC
4月12日 - 8月30日,不滅のあなたへ（Season1）,ブレインズ・ベース,NHK Eテレ,全20話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E4%B8%8D%E6%BB%85%E3%81%AE%E3%81%82%E3%81%AA%E3%81%9F%E3%81%B8
4月12日 - 6月28日,いたずらぐまのグル〜ミ〜,NAZ,TOKYO MX,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%84%E3%81%9F%E3%81%9A%E3%82%89%E3%81%90%E3%81%BE%E3%81%AE%E3%82%B0%E3%83%AB%E3%80%9C%E3%83%9F%E3%80%9C
4月14日 - 6月30日,幼なじみが絶対に負けないラブコメ,動画工房,AT-Xほか,全12話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%B9%BC%E3%81%AA%E3%81%98%E3%81%BF%E3%81%8C%E7%B5%B6%E5%AF%BE%E3%81%AB%E8%B2%A0%E3%81%91%E3%81%AA%E3%81%84%E3%83%A9%E3%83%96%E3%82%B3%E3%83%A1
4月15日 - 6月24日,セスタス -The Roman Fighter-,BN Pictures,CX,全11話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%BB%E3%82%B9%E3%82%BF%E3%82%B9%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA
4月17日 - 9月11日,魔入りました!入間くん（第2期）,BN Pictures,NHK Eテレ,全21話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E5%85%A5%E3%82%8A%E3%81%BE%E3%81%97%E3%81%9F!%E5%85%A5%E9%96%93%E3%81%8F%E3%82%93
5月6日 - 5月27日,猫ジョッキー（第1期）,DLE,ABCほか,全4話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%8C%AB%E3%82%B8%E3%83%A7%E3%83%83%E3%82%AD%E3%83%BC
6月6日 - 9月19日,プリティーオールフレンズセレクション,タツノコプロ、DONGWOO A&E,TX,全16話,2021年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%AA%E3%83%86%E3%82%A3%E3%83%BC%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%95%E3%83%AC%E3%83%B3%E3%82%BA%E3%82%BB%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3
7月1日 - 9月16日,ピーチボーイリバーサイド,旭プロダクション,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%94%E3%83%BC%E3%83%81%E3%83%9C%E3%83%BC%E3%82%A4%E3%83%AA%E3%83%90%E3%83%BC%E3%82%B5%E3%82%A4%E3%83%89
7月1日 - 12月23日,SCARLET NEXUS,サンライズ,TOKYO MXほか,全26話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/SCARLET_NEXUS
7月1日 - 9月30日,ひぐらしのなく頃に 卒,パッショーネ,TOKYO MXほか,全15話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%B2%E3%81%90%E3%82%89%E3%81%97%E3%81%AE%E3%81%AA%E3%81%8F%E9%A0%83%E3%81%AB_(%E3%82%A2%E3%83%8B%E3%83%A1)
7月2日 - 9月17日,ぶらどらぶ,Drive,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%B6%E3%82%89%E3%81%A9%E3%82%89%E3%81%B6
7月3日 - 9月25日,ぼくたちのリメイク,feel.,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%BC%E3%81%8F%E3%81%9F%E3%81%A1%E3%81%AE%E3%83%AA%E3%83%A1%E3%82%A4%E3%82%AF
7月3日 - 9月18日,ヴァニタスの手記（第1クール）,ボンズ,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%B4%E3%82%A1%E3%83%8B%E3%82%BF%E3%82%B9%E3%81%AE%E6%89%8B%E8%A8%98
7月3日 - 9月25日,魔法科高校の優等生,CONNECT,TOKYO MXほか,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E6%B3%95%E7%A7%91%E9%AB%98%E6%A0%A1%E3%81%AE%E5%8A%A3%E7%AD%89%E7%94%9F_(%E3%82%A2%E3%83%8B%E3%83%A1)
7月3日 - 9月25日,100万の命の上に俺は立っている（第2シーズン）,MAHO FILM,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/100%E4%B8%87%E3%81%AE%E5%91%BD%E3%81%AE%E4%B8%8A%E3%81%AB%E4%BF%BA%E3%81%AF%E7%AB%8B%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B
7月3日 - 9月18日,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…X,SILVER LINK.,MBS,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E4%B9%99%E5%A5%B3%E3%82%B2%E3%83%BC%E3%83%A0%E3%81%AE%E7%A0%B4%E6%BB%85%E3%83%95%E3%83%A9%E3%82%B0%E3%81%97%E3%81%8B%E3%81%AA%E3%81%84%E6%82%AA%E5%BD%B9%E4%BB%A4%E5%AC%A2%E3%81%AB%E8%BB%A2%E7%94%9F%E3%81%97%E3%81%A6%E3%81%97%E3%81%BE%E3%81%A3%E3%81%9F%E2%80%A6
7月3日 - 9月18日,カノジョも彼女,手塚プロダクション,MBS,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%8E%E3%82%B8%E3%83%A7%E3%82%82%E5%BD%BC%E5%A5%B3
7月3日 - 9月18日,俺、つしま,ファンワークス、スペースネコカンパニー,MBS,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E4%BF%BA%E3%80%81%E3%81%A4%E3%81%97%E3%81%BE
7月4日 - 9月19日,探偵はもう、死んでいる。,ENGI,AT-Xほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%8E%A2%E5%81%B5%E3%81%AF%E3%82%82%E3%81%86%E3%80%81%E6%AD%BB%E3%82%93%E3%81%A7%E3%81%84%E3%82%8B%E3%80%82
7月4日 - 9月26日,アイドリッシュセブン Third BEAT!（第1クール）,TROYCA,TOKYO MXほか,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5%E3%82%BB%E3%83%96%E3%83%B3
7月4日 - 9月26日,現実主義勇者の王国再建記（第一部）,J.C.STAFF,TOKYO MXほか,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%8F%BE%E5%AE%9F%E4%B8%BB%E7%BE%A9%E5%8B%87%E8%80%85%E3%81%AE%E7%8E%8B%E5%9B%BD%E5%86%8D%E5%BB%BA%E8%A8%98
7月4日 - 9月19日,死神坊ちゃんと黒メイド（第1期）,J.C.STAFF,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%AD%BB%E7%A5%9E%E5%9D%8A%E3%81%A1%E3%82%83%E3%82%93%E3%81%A8%E9%BB%92%E3%83%A1%E3%82%A4%E3%83%89
7月4日 - 9月26日,かげきしょうじょ!!,PINE JAM,AT-Xほか,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%8B%E3%81%92%E3%81%8D%E3%81%97%E3%82%87%E3%81%86%E3%81%98%E3%82%87!!
7月4日 - 9月26日,ゲッターロボ アーク,Bee・Media、studio A-CAT,AT-Xほか,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%B2%E3%83%83%E3%82%BF%E3%83%BC%E3%83%AD%E3%83%9C_%E3%82%A2%E3%83%BC%E3%82%AF
7月4日 - 10月3日,RE-MAIN,MAPPA,EX,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/RE-MAIN
7月5日 - 8月23日,指先から本気の熱情2-恋人は消防士-,Studio HōKIBOSHI,TOKYO MX、BS11,全8話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%8C%87%E5%85%88%E3%81%8B%E3%82%89%E6%9C%AC%E6%B0%97%E3%81%AE%E7%86%B1%E6%83%85%E3%80%9C%E3%83%81%E3%83%A3%E3%83%A9%E7%94%B7%E6%B6%88%E9%98%B2%E5%A3%AB%E3%81%AF%E3%81%BE%E3%81%A3%E3%81%99%E3%81%90%E3%81%AA%E7%9B%AE%E3%81%A7%E7%A7%81%E3%82%92%E6%8A%B1%E3%81%84%E3%81%9F%E3%80%9C
7月6日 - 9月28日,うらみちお兄さん,スタジオブラン,TX,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%86%E3%82%89%E3%81%BF%E3%81%A1%E3%81%8A%E5%85%84%E3%81%95%E3%82%93
7月6日 - 9月21日,転生したらスライムだった件（第2期第2部),エイトビット,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E8%BB%A2%E7%94%9F%E3%81%97%E3%81%9F%E3%82%89%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%81%A0%E3%81%A3%E3%81%9F%E4%BB%B6_(%E3%82%A2%E3%83%8B%E3%83%A1)
7月6日 - 9月21日,精霊幻想記,トムス・エンタテインメント,TX,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%B2%BE%E9%9C%8A%E5%B9%BB%E6%83%B3%E8%A8%98
7月7日 - 9月22日,チート薬師のスローライフ〜異世界に作ろうドラッグストア〜,EMTスクエアード,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%BC%E3%83%88%E8%96%AC%E5%B8%AB%E3%81%AE%E3%82%B9%E3%83%AD%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%95%E3%80%9C%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%AB%E4%BD%9C%E3%82%8D%E3%81%86%E3%83%89%E3%83%A9%E3%83%83%E3%82%B0%E3%82%B9%E3%83%88%E3%82%A2%E3%80%9C
7月7日 - 9月22日,小林さんちのメイドラゴンS,京都アニメーション,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%9E%97%E3%81%95%E3%82%93%E3%81%A1%E3%81%AE%E3%83%A1%E3%82%A4%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3
7月7日 - 9月22日,月が導く異世界道中,C2C,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%9C%88%E3%81%8C%E5%B0%8E%E3%81%8F%E7%95%B0%E4%B8%96%E7%95%8C%E9%81%93%E4%B8%AD
7月7日 - 12月29日,TSUKIPRO THE ANIMATION2,ピー・アール・エー,TOKYO MXほか,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/TSUKIPRO_THE_ANIMATION2
7月7日 - 9月22日,KICK&SLIDE,CRAFTAR,TX,全12話＋特別編1話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/KICK%26SLIDE
7月9日 - 9月24日,迷宮ブラックカンパニー,SILVER LINK.,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E8%BF%B7%E5%AE%AE%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%82%AB%E3%83%B3%E3%83%91%E3%83%8B%E3%83%BC
7月9日 - 12月17日,白い砂のアクアトープ,P.A.WORKS,TOKYO MXほか,全24話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%99%BD%E3%81%84%E7%A0%82%E3%81%AE%E3%82%A2%E3%82%AF%E3%82%A2%E3%83%88%E3%83%BC%E3%83%97
7月10日 - 10月2日,D_CIDE TRAUMEREI THE ANIMATION,サンジゲン,TOKYO MXほか,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/D_CIDE_TRAUMEREI
7月11日 - 10月17日,ラブライブ!スーパースター!!（第1期）,サンライズ,NHK Eテレ,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%96%E3%83%A9%E3%82%A4%E3%83%96!%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%82%B9%E3%82%BF%E3%83%BC!!
7月11日 - 10月3日,闇芝居（第9期）,ILCA,TX,全13話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E9%97%87%E8%8A%9D%E5%B1%85
7月13日 - 9月28日,出会って5秒でバトル,SynergySP、VEGA ENTERTAINMENT,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%87%BA%E4%BC%9A%E3%81%A3%E3%81%A65%E7%A7%92%E3%81%A7%E3%83%90%E3%83%88%E3%83%AB
7月14日 - 9月15日,女神寮の寮母くん。,アスリード,AT-Xほか,全10話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%A5%B3%E7%A5%9E%E5%AF%AE%E3%81%AE%E5%AF%AE%E6%AF%8D%E3%81%8F%E3%82%93%E3%80%82
7月15日 - 9月30日,NIGHT HEAD 2041,白組,CX,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/NIGHT_HEAD
7月16日 - 10月1日,Sonny Boy,MADHOUSE,TOKYO MXほか,全12話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/Sonny_Boy
7月23日 - 10月1日,平穏世代の韋駄天達,MAPPA,CX,全11話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%B9%B3%E7%A9%8F%E4%B8%96%E4%BB%A3%E3%81%AE%E9%9F%8B%E9%A7%84%E5%A4%A9%E9%81%94
8月1日 - 12月19日,ジャヒー様はくじけない!,SILVER LINK.,ABC,全20話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%92%E3%83%BC%E6%A7%98%E3%81%AF%E3%81%8F%E3%81%98%E3%81%91%E3%81%AA%E3%81%84!
8月1日 - 9月26日,マギアレコード 魔法少女まどか☆マギカ外伝 2nd SEASON -覚醒前夜-,シャフト,TOKYO MXほか,全8話,2021年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%9E%E3%82%AE%E3%82%A2%E3%83%AC%E3%82%B3%E3%83%BC%E3%83%89_%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3%E3%81%BE%E3%81%A9%E3%81%8B%E2%98%86%E3%83%9E%E3%82%AE%E3%82%AB%E5%A4%96%E4%BC%9D_(%E3%82%A2%E3%83%8B%E3%83%A1)
8月3日 -,届け！FM83〇！マンデーナイトシンフォニーSS！,JPR BUFF,TVS,,2021年 7月 - 9月[編集],https://ja.wikipedia.org/w/index.php?title=%E5%B1%8A%E3%81%91%EF%BC%81FM83%E3%80%87%EF%BC%81%E3%83%9E%E3%83%B3%E3%83%87%E3%83%BC%E3%83%8A%E3%82%A4%E3%83%88%E3%82%B7%E3%83%B3%E3%83%95%E3%82%A9%E3%83%8B%E3%83%BCSS%EF%BC%81&action=edit&redlink=1
10月1日 - 12月24日,メガトン級ムサシ,OLM TEAM INOUE,TOKYO MXほか,全13話,2021年 10月 - 12月[編集],https://ja.wikipedia.org/wiki/%E3%83%A1%E3%82%AC%E3%83%88%E3%83%B3%E7%B4%9A%E3%83%A0%E3%82%B5%E3%82%B7
